pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en,ex4_de,ex4_en,ex5_de,ex5_en
noun,Fernsehsender,der,m,"Compound masculine",Fernsehsender,TV channel,Welcher Fernsehsender zeigt den Film?,Which TV channel shows the movie?,,,,,,,,
noun,Ferse,die,f,"Nouns ending -e feminine",Fersen,heel,Meine Ferse tut weh.,My heel hurts.,,,,,,,,
noun,Festival,das,n,"Loanword neuter",Festivals,festival,Das Festival findet im Sommer statt.,The festival takes place in summer.,,,,,,,,
noun,Festland,das,n,"Compound neuter",,mainland,Wir fahren aufs Festland.,We go to the mainland.,,,,,,,,
noun,Festplatte,die,f,"Compound feminine",Festplatten,hard drive,Die Festplatte ist voll.,The hard drive is full.,,,,,,,,
noun,Fett,das,n,"Short noun neuter",Fette,fat,Das Fett ist heiß.,The fat is hot.,,,,,,,,
noun,Feuer,das,n,"Short noun neuter",,fire,Das Feuer ist warm.,The fire is warm.,,,,,,,,
noun,Feuerlöscher,der,m,"Compound masculine",Feuerlöscher,fire extinguisher,Der Feuerlöscher hängt an der Wand.,The fire extinguisher hangs on the wall.,,,,,,,,
noun,Feuerwehr,die,f,"Compound feminine",Feuerwehren,fire department,Die Feuerwehr kommt schnell.,The fire department comes quickly.,,,,,,,,
noun,Feuerzeug,das,n,"Compound neuter",Feuerzeuge,lighter,Hast du ein Feuerzeug?,Do you have a lighter?,,,,,,,,
noun,Fieberthermometer,das,n,"Compound neuter",Fieberthermometer,thermometer,Das Fieberthermometer zeigt 38 Grad.,The thermometer shows 38 degrees.,,,,,,,,
noun,Figur,die,f,"Noun feminine",Figuren,figure/character,Die Figur aus dem Film ist bekannt.,The character from the movie is famous.,,,,,,,,
noun,Filet,das,n,"Loanword neuter",Filets,filet,Das Filet ist zart.,The filet is tender.,,,,,,,,
noun,Filter,der,m,"Nouns ending -er masculine",Filter,filter,Der Filter ist verschmutzt.,The filter is dirty.,,,,,,,,
noun,Filterkaffee,der,m,"Compound masculine",Filterkaffees,filter coffee,Filterkaffee schmeckt gut.,Filter coffee tastes good.,,,,,,,,
noun,Finanzen,die,pl,"Always plural",,finances,Meine Finanzen sind in Ordnung.,My finances are in order.,,,,,,,,
noun,Fingerabdruck,der,m,"Compound masculine",Fingerabdrücke,fingerprint,Die Polizei nimmt Fingerabdrücke.,The police take fingerprints.,,,,,,,,
noun,Fingerhut,der,m,"Compound masculine",Fingerhüte,thimble,Der Fingerhut schützt den Finger.,The thimble protects the finger.,,,,,,,,
noun,Firmenwagen,der,m,"Compound masculine",Firmenwagen,company car,Er fährt einen Firmenwagen.,He drives a company car.,,,,,,,,
noun,Fischstäbchen,das,n,"Compound neuter",Fischstäbchen,fish stick,Die Kinder essen gern Fischstäbchen.,The children like eating fish sticks.,,,,,,,,
noun,Fitnessstudio,das,n,"Compound neuter",Fitnessstudios,gym,Gehst du ins Fitnessstudio?,Do you go to the gym?,,,,,,,,
noun,Fixierung,die,f,"Suffix -ung feminine",Fixierungen,fixation,Die Fixierung ist notwendig.,The fixation is necessary.,,,,,,,,
noun,Fleck,der,m,"Short noun masculine",Flecken,stain/spot,Der Fleck auf dem Hemd geht nicht raus.,The stain on the shirt won't come out.,,,,,,,,
noun,Fleischwaren,die,pl,"Compound plural",,meat products,Die Fleischwaren sind frisch.,The meat products are fresh.,,,,,,,,
noun,Fleischer,der,m,"Profession masculine",Fleischer,butcher,Der Fleischer hat gute Wurst.,The butcher has good sausage.,,,,,,,,
noun,Fleischerei,die,f,"Profession feminine",Fleischereien,butcher shop,Die Fleischerei ist um die Ecke.,The butcher shop is around the corner.,,,,,,,,
noun,Fleischwolf,der,m,"Compound masculine",Fleischwölfe,meat grinder,Der Fleischwolf ist elektrisch.,The meat grinder is electric.,,,,,,,,
noun,Fleischwurst,die,f,"Compound feminine",Fleischwürste,bologna sausage,Die Fleischwurst ist für das Abendbrot.,The bologna is for supper.,,,,,,,,
noun,Flex,der/die,m/f,"Short masculine/feminine",Flexe,angle grinder,Die Flex ist laut.,The angle grinder is loud.,,,,,,,,
noun,Flickzeug,das,n,"Compound neuter",,repair kit,Hast du Flickzeug für den Fahrradschlauch?,Do you have a repair kit for the bike tube?,,,,,,,,
noun,Fliege,die,f,"Nouns ending -e feminine",Fliegen,fly/bow tie,Die Fliege summt.,The fly buzzes.,Er trägt eine Fliege zur Hochzeit.,He wears a bow tie to the wedding.,,,,,,
noun,Fliegenpilz,der,m,"Compound masculine",Fliegenpilze,fly agaric (mushroom),Der Fliegenpilz ist rot mit weißen Punkten.,The fly agaric is red with white dots.,,,,,,,,
noun,Flieger,der,m,"Nouns ending -er masculine",Flieger,aviator/airplane,Der Flieger fliegt nach München.,The plane flies to Munich.,,,,,,,,
noun,Fließband,das,n,"Compound neuter",Fließbänder,assembly line,Er arbeitet am Fließband.,He works on the assembly line.,,,,,,,,
noun,Flosse,die,f,"Nouns ending -e feminine",Flossen,fin/flipper,Der Fisch hat schöne Flossen.,The fish has beautiful fins.,,,,,,,,
noun,Flugbegleiter,der,m,"Compound masculine",Flugbegleiter,flight attendant,Der Flugbegleiter bringt Getränke.,The flight attendant brings drinks.,,,,,,,,
noun,Flugbegleiterin,die,f,"Compound feminine",Flugbegleiterinnen,female flight attendant,Die Flugbegleiterin zeigt die Notausgänge.,The flight attendant shows the emergency exits.,,,,,,,,
noun,Fluggesellschaft,die,f,"Compound feminine",Fluggesellschaften,airline,Die Fluggesellschaft ist bekannt.,The airline is well-known.,,,,,,,,
noun,Flugplan,der,m,"Compound masculine",Flugpläne,flight schedule,Der Flugplan hängt aus.,The flight schedule is posted.,,,,,,,,
noun,Flugzeit,die,f,"Compound feminine",Flugzeiten,flight time,Die Flugzeit beträgt zwei Stunden.,The flight time is two hours.,,,,,,,,
noun,Flur,der,m,"Short noun masculine",Flure,hallway/corridor,Der Flur ist lang.,The hallway is long.,,,,,,,,
noun,Fluss,der,m,"Short noun masculine",Flüsse,river,Der Fluss fließt ins Meer.,The river flows into the sea.,,,,,,,,
noun,Flüssigkeit,die,f,"Suffix -keit feminine",Flüssigkeiten,liquid,Die Flüssigkeit ist heiß.,The liquid is hot.,,,,,,,,
noun,Folie,die,f,"Noun feminine",Folien,foil/sheet,Die Folie schützt das Essen.,The foil protects the food.,,,,,,,,
noun,Folklore,die,f,"Noun feminine",,folklore,Folklore ist traditionelle Kultur.,Folklore is traditional culture.,,,,,,,,
noun,Folter,die,f,"Noun feminine",,torture,Folter ist verboten.,Torture is forbidden.,,,,,,,,
noun,Fondue,das,n,"Loanword neuter",Fondues,fondue,Wir essen Fondue.,We eat fondue.,,,,,,,,
noun,Form,die,f,"Short noun feminine",Formen,shape/form,Die Form des Tisches ist rund.,The shape of the table is round.,,,,,,,,
noun,Format,das,n,"Loanword neuter",Formate,format,Das Format des Papiers ist A4.,The paper format is A4.,,,,,,,,
noun,Formular,das,n,"Loanword neuter",Formulare,form,Das Formular muss ausgefüllt werden.,The form must be filled out.,,,,,,,,
noun,Forschung,die,f,"Suffix -ung feminine",Forschungen,research,Die Forschung ist wichtig.,Research is important.,,,,,,,,
noun,Forscher,der,m,"Nouns ending -er masculine",Forscher,researcher,Der Forscher macht Experimente.,The researcher does experiments.,,,,,,,,
noun,Forscherin,die,f,"Feminine form",Forscherinnen,female researcher,Die Forscherin schreibt einen Bericht.,The researcher writes a report.,,,,,,,,
noun,Fortschritt,der,m,"Prefix fort- masculine",Fortschritte,progress,Wir machen Fortschritte.,We are making progress.,,,,,,,,
noun,Fotoapparat,der,m,"Compound masculine",Fotoapparate,camera,Der Fotoapparat ist alt.,The camera is old.,,,,,,,,
noun,Fotografie,die,f,"Noun feminine",Fotografien,photograph,Fotografie ist ihr Hobby.,Photography is her hobby.,,,,,,,,
noun,Frachter,der,m,"Nouns ending -er masculine",Frachter,freight ship,Der Frachter bringt Waren.,The freighter brings goods.,,,,,,,,
noun,Fragebogen,der,m,"Compound masculine",Fragebögen,questionnaire,Der Fragebogen hat zehn Fragen.,The questionnaire has ten questions.,,,,,,,,
noun,Fragezeichen,das,n,"Compound neuter",Fragezeichen,question mark,Am Ende der Frage steht ein Fragezeichen.,At the end of the question is a question mark.,,,,,,,,
noun,Frauensache,die,f,"Compound feminine",Frauensachen,woman's issue,Das ist Frauensache.,That's a woman's issue.,,,,,,,,
noun,Frauenarzt,der,m,"Compound masculine",Frauenärzte,gynecologist,Sie geht zum Frauenarzt.,She goes to the gynecologist.,,,,,,,,
noun,Frauenärztin,die,f,"Compound feminine",Frauenärztinnen,female gynecologist,Die Frauenärztin hat Sprechstunde.,The gynecologist has office hours.,,,,,,,,
noun,Freizeit,die,f,"Compound feminine",,free time,In meiner Freizeit lese ich.,In my free time I read.,,,,,,,,
noun,Freizeitkleidung,die,f,"Compound feminine",,leisure wear,Freizeitkleidung ist bequem.,Leisure wear is comfortable.,,,,,,,,
noun,Freizeitpark,der,m,"Compound masculine",Freizeitparks,amusement park,Der Freizeitpark ist voll.,The amusement park is full.,,,,,,,,
noun,Freundeskreis,der,m,"Compound masculine",Freundeskreise,circle of friends,Mein Freundeskreis ist groß.,My circle of friends is big.,,,,,,,,
noun,Freundlichkeit,die,f,"Suffix -keit feminine",,friendliness,Die Freundlichkeit des Personals ist gut.,The friendliness of the staff is good.,,,,,,,,
noun,Frieden,der,m,"Abstract masculine",,peace,Frieden ist wichtig.,Peace is important.,,,,,,,,
noun,Frisbee,die/das,f/n,"Loanword feminine/neuter",Frisbees,Frisbee,Wir spielen Frisbee.,We play Frisbee.,,,,,,,,
noun,Friseursalon,der,m,"Compound masculine",Friseursalons,hair salon,Der Friseursalon ist modern.,The hair salon is modern.,,,,,,,,
noun,Frost,der,m,"Weather masculine",,frost,Heute Nacht gibt es Frost.,There will be frost tonight.,,,,,,,,
noun,Frucht,die,f,"Noun feminine",Früchte,fruit,Die Frucht ist süß.,The fruit is sweet.,,,,,,,,
noun,Fruchtsaft,der,m,"Compound masculine",Fruchtsäfte,fruit juice,Der Fruchtsaft ist frisch gepresst.,The fruit juice is freshly squeezed.,,,,,,,,
noun,Frühstücksbuffet,das,n,"Compound neuter",Frühstücksbuffets,breakfast buffet,Das Frühstücksbuffet ist reichhaltig.,The breakfast buffet is plentiful.,,,,,,,,
noun,Frühstücksei,das,n,"Compound neuter",Frühstückseier,breakfast egg,Das Frühstücksei ist weich gekocht.,The breakfast egg is soft-boiled.,,,,,,,,
noun,Frühstückspause,die,f,"Compound feminine",Frühstückspausen,breakfast break,Wir machen eine Frühstückspause.,We take a breakfast break.,,,,,,,,
noun,Fuchs,der,m,"Animal masculine",Füchse,fox,Der Fuchs ist schlau.,The fox is clever.,,,,,,,,
noun,Fußabdruck,der,m,"Compound masculine",Fußabdrücke,footprint,Der Fußabdruck ist im Sand.,The footprint is in the sand.,,,,,,,,
noun,Fußballmannschaft,die,f,"Compound feminine",Fußballmannschaften,soccer team,Die Fußballmannschaft hat gewonnen.,The soccer team won.,,,,,,,,
noun,Fußballplatz,der,m,"Compound masculine",Fußballplätze,soccer field,Der Fußballplatz ist groß.,The soccer field is big.,,,,,,,,
noun,Fußballspiel,das,n,"Compound neuter",Fußballspiele,soccer game,Das Fußballspiel ist spannend.,The soccer game is exciting.,,,,,,,,
noun,Fußballspieler,der,m,"Compound masculine",Fußballspieler,soccer player,Der Fußballspieler ist berühmt.,The soccer player is famous.,,,,,,,,
noun,Fußballspielerin,die,f,"Compound feminine",Fußballspielerinnen,female soccer player,Die Fußballspielerin schießt ein Tor.,The soccer player scores a goal.,,,,,,,,
noun,Fußboden,der,m,"Compound masculine",Fußböden,floor,Der Fußboden ist aus Holz.,The floor is made of wood.,,,,,,,,
noun,Fußgänger,der,m,"Compound masculine",Fußgänger,pedestrian,Die Fußgänger warten an der Ampel.,The pedestrians wait at the traffic light.,,,,,,,,
noun,Fußgängerin,die,f,"Compound feminine",Fußgängerinnen,female pedestrian,Die Fußgängerin überquert die Straße.,The pedestrian crosses the street.,,,,,,,,
noun,Fußgängerzone,die,f,"Compound feminine",Fußgängerzonen,pedestrian zone,Die Fußgängerzone ist voller Menschen.,The pedestrian zone is full of people.,,,,,,,,
noun,Fußmatte,die,f,"Compound feminine",Fußmatten,doormat,Die Fußmatte ist schmutzig.,The doormat is dirty.,,,,,,,,
noun,Fußnagel,der,m,"Compound masculine",Fußnägel,toenail,Die Fußnägel müssen geschnitten werden.,The toenails need to be cut.,,,,,,,,
noun,Fußpflege,die,f,"Compound feminine",,foot care,Die Fußpflege ist wichtig für die Gesundheit.,Foot care is important for health.,,,,,,,,
noun,Fußspur,die,f,"Compound feminine",Fußspuren,footprint,Die Fußspur führt in den Wald.,The footprint leads into the forest.,,,,,,,,
noun,Futter,das,n,"Short noun neuter",,animal feed/fodder,Das Futter für den Hund ist teuer.,The dog food is expensive.,,,,,,,,
noun,Futur,das,n,"Grammar term neuter",,future tense,Das Futur bildet man mit „werden“.,The future tense is formed with "werden".,,,,,,,,
noun,Gabelstapler,der,m,"Compound masculine",Gabelstapler,forklift,Der Gabelstapler transportiert Paletten.,The forklift transports pallets.,,,,,,,,
noun,Galerie,die,f,"Loanword feminine",Galerien,gallery,Die Galerie zeigt moderne Kunst.,The gallery shows modern art.,,,,,,,,
noun,Gang,der,m,"Short noun masculine",Gänge,gear/corridor,Der erste Gang ist für die Steigung.,First gear is for the incline.,Der Gang ist lang und dunkel.,The corridor is long and dark.,,,,,,
noun,Garage,die,f,"Loanword feminine",Garagen,garage,Das Auto steht in der Garage.,The car is in the garage.,,,,,,,,
noun,Garderobe,die,f,"Loanword feminine",Garderoben,cloakroom/wardrobe,Die Garderobe ist im Flur.,The wardrobe is in the hallway.,,,,,,,,
noun,Garten,der,m,"Short noun masculine",Gärten,garden,Der Garten ist voller Blumen.,The garden is full of flowers.,,,,,,,,
noun,Gärtnerei,die,f,"Suffix -ei feminine",Gärtnereien,nursery/garden center,Die Gärtnerei verkauft Pflanzen.,The garden center sells plants.,,,,,,,,
noun,Gas,das,n,"Short noun neuter",,gas,Das Gas riecht komisch.,The gas smells strange.,,,,,,,,
noun,Gastgeber,der,m,"Compound masculine",Gastgeber,host,Der Gastgeber begrüßt die Gäste.,The host greets the guests.,,,,,,,,
noun,Gastgeberin,die,f,"Compound feminine",Gastgeberinnen,hostess,Die Gastgeberin serviert das Essen.,The hostess serves the food.,,,,,,,,
noun,Gaststätte,die,f,"Compound feminine",Gaststätten,restaurant/pub,Die Gaststätte hat gute Küche.,The restaurant has good food.,,,,,,,,
noun,Gastwirtschaft,die,f,"Compound feminine",Gastwirtschaften,inn,Die Gastwirtschaft ist alt.,The inn is old.,,,,,,,,
noun,Gebäck,das,n,"Prefix ge- neuter",Gebäcke,pastries/cookies,Das Gebäck ist frisch.,The pastries are fresh.,,,,,,,,
noun,Gebäude,das,n,"Prefix ge- neuter",Gebäude,building,Das Gebäude ist hoch.,The building is tall.,,,,,,,,
noun,Gebet,das,n,"Prefix ge- neuter",Gebete,prayer,Das Gebet ist still.,The prayer is quiet.,,,,,,,,
noun,Gebiet,das,n,"Prefix ge- neuter",Gebiete,area/region,Das Gebiet ist geschützt.,The area is protected.,,,,,,,,
noun,Gebirge,das,n,"Prefix ge- neuter",Gebirge,mountain range,Das Gebirge ist schneebedeckt.,The mountain range is snow-covered.,,,,,,,,
noun,Gebiss,das,n,"Prefix ge- neuter",Gebisse,teeth/dentures,Das Gebiss des Hundes ist scharf.,The dog's teeth are sharp.,,,,,,,,
noun,Gebläse,das,n,"Prefix ge- neuter",Gebläse,fan/blower,Das Gebläse ist laut.,The fan is loud.,,,,,,,,
noun,Gebräuch,der,pl,"Prefix ge- plural",,customs,Die Gebräuche sind traditionell.,The customs are traditional.,,,,,,,,
noun,Geburt,die,f,"Prefix ge- feminine",Geburten,birth,Die Geburt des Kindes war im Januar.,The birth of the child was in January.,,,,,,,,
noun,Geburtsdatum,das,n,"Compound neuter",Geburtsdaten,date of birth,Mein Geburtsdatum ist der 1. Mai 1990.,My date of birth is May 1, 1990.,,,,,,,,
noun,Geburtsort,der,m,"Compound masculine",Geburtsorte,place of birth,Mein Geburtsort ist München.,My place of birth is Munich.,,,,,,,,
noun,Geburtstagskarte,die,f,"Compound feminine",Geburtstagskarten,birthday card,Die Geburtstagskarte ist selbstgemacht.,The birthday card is homemade.,,,,,,,,
noun,Geburtstagskind,das,n,"Compound neuter",Geburtstagskinder,birthday person,Das Geburtstagskind bekommt Geschenke.,The birthday person gets presents.,,,,,,,,
noun,Geburtstagsfeier,die,f,"Compound feminine",Geburtstagsfeiern,birthday party,Die Geburtstagsfeier ist am Samstag.,The birthday party is on Saturday.,,,,,,,,
noun,Geburtstagsgeschenk,das,n,"Compound neuter",Geburtstagsgeschenke,birthday gift,Das Geburtstagsgeschenk ist groß.,The birthday gift is big.,,,,,,,,
noun,Geburtstagstorte,die,f,"Compound feminine",Geburtstagstorten,birthday cake,Die Geburtstagstorte hat Kerzen.,The birthday cake has candles.,,,,,,,,
noun,Gedächtnis,das,n,"Prefix ge- neuter",Gedächtnisse,memory,Mein Gedächtnis ist gut.,My memory is good.,,,,,,,,
noun,Gedicht,das,n,"Prefix ge- neuter",Gedichte,poem,Das Gedicht ist romantisch.,The poem is romantic.,,,,,,,,
noun,Geduld,die,f,"Prefix ge- feminine",,patience,Man braucht viel Geduld.,You need a lot of patience.,,,,,,,,
noun,Gefahr,die,f,"Prefix ge- feminine",Gefahren,danger,Gefahr! Nicht betreten!,Danger! Do not enter!,,,,,,,,
noun,Gefrierschrank,der,m,"Compound masculine",Gefrierschränke,freezer,Der Gefrierschrank ist voll.,The freezer is full.,,,,,,,,
noun,Gefriertruhe,die,f,"Compound feminine",Gefriertruhen,freezer chest,Die Gefriertruhe ist im Keller.,The freezer chest is in the basement.,,,,,,,,
noun,Gegend,die,f,"Prefix ge- feminine",Gegenden,area/region,Die Gegend ist ruhig.,The area is quiet.,,,,,,,,
noun,Gegenteil,das,n,"Prefix ge- neuter",Gegenteile,opposite,Das Gegenteil von gut ist schlecht.,The opposite of good is bad.,,,,,,,,
noun,Gehalt,das,n,"Prefix ge- neuter",Gehälter,salary,Mein Gehalt kommt am Ende des Monats.,My salary comes at the end of the month.,,,,,,,,
noun,Gehör,das,n,"Prefix ge- neuter",,hearing,Sein Gehör ist sehr gut.,His hearing is very good.,,,,,,,,
noun,Gehweg,der,m,"Compound masculine",Gehwege,sidewalk,Geh auf dem Gehweg!,Walk on the sidewalk!,,,,,,,,
noun,Geige,die,f,"Instrument feminine",Geigen,violin,Sie spielt Geige.,She plays the violin.,,,,,,,,
noun,Geist,der,m,"Short noun masculine",Geister,ghost/mind,Der Geist spukt im alten Haus.,The ghost haunts the old house.,,,,,,,,
noun,Geldautomat,der,m,"Compound masculine",Geldautomaten,ATM,Der Geldautomat ist kaputt.,The ATM is broken.,,,,,,,,
noun,Geldbörse,die,f,"Compound feminine",Geldbörsen,wallet/purse,Meine Geldbörse ist weg.,My wallet is gone.,,,,,,,,
noun,Geldschein,der,m,"Compound masculine",Geldscheine,banknote,Der Geldschein ist falsch.,The banknote is fake.,,,,,,,,
noun,Geländer,das,n,"Prefix ge- neuter",Geländer,railing,Das Geländer ist aus Metall.,The railing is made of metal.,,,,,,,,
noun,Gelände,das,n,"Prefix ge- neuter",Gelände,terrain/grounds,Das Gelände ist weitläufig.,The grounds are extensive.,,,,,,,,
noun,Gemälde,das,n,"Prefix ge- neuter",Gemälde,painting,Das Gemälde hängt im Museum.,The painting hangs in the museum.,,,,,,,,
noun,Gemüseabteilung,die,f,"Compound feminine",Gemüseabteilungen,vegetable section,Die Gemüseabteilung ist im Erdgeschoss.,The vegetable section is on the ground floor.,,,,,,,,
noun,Gemüsehändler,der,m,"Compound masculine",Gemüsehändler,greengrocer,Der Gemüsehändler hat frische Tomaten.,The greengrocer has fresh tomatoes.,,,,,,,,
noun,Gemüsehändlerin,die,f,"Compound feminine",Gemüsehändlerinnen,female greengrocer,Die Gemüsehändlerin wiegt die Kartoffeln.,The greengrocer weighs the potatoes.,,,,,,,,
noun,Gemüsesuppe,die,f,"Compound feminine",Gemüsesuppen,vegetable soup,Die Gemüsesuppe ist gesund.,The vegetable soup is healthy.,,,,,,,,
noun,Gemütlichkeit,die,f,"Suffix -keit feminine",,coziness,Die Gemütlichkeit im Café ist schön.,The coziness in the cafe is nice.,,,,,,,,
noun,Genehmigung,die,f,"Suffix -ung feminine",Genehmigungen,permission,Die Genehmigung liegt vor.,The permission is available.,,,,,,,,
noun,Gepäckaufbewahrung,die,f,"Compound feminine",Gepäckaufbewahrungen,luggage storage,Die Gepäckaufbewahrung ist am Bahnhof.,The luggage storage is at the station.,,,,,,,,
noun,Gepäckträger,der,m,"Compound masculine",Gepäckträger,luggage rack/carrier,Der Gepäckträger am Fahrrad ist kaputt.,The bike carrier is broken.,,,,,,,,
noun,Gerade,die,f,"Adjective nominalized",Geraden,straight line,Die Linie ist eine Gerade.,The line is a straight line.,,,,,,,,
noun,Gerät,das,n,"Prefix ge- neuter",Geräte,device/appliance,Das Gerät ist neu.,The device is new.,,,,,,,,
noun,Geräusch,das,n,"Prefix ge- neuter",Geräusche,noise/sound,Das Geräusch ist laut.,The noise is loud.,,,,,,,,
noun,Gericht,das,n,"Prefix ge- neuter",Gerichte,dish/court,Das Gericht schmeckt gut.,The dish tastes good.,Das Gericht tagt am Montag.,The court meets on Monday.,,,,,,
noun,Geruch,der,m,"Prefix ge- masculine",Gerüche,smell/odor,Der Geruch ist unangenehm.,The smell is unpleasant.,,,,,,,,
noun,Gesamtbetrag,der,m,"Compound masculine",Gesamtbeträge,total amount,Der Gesamtbetrag ist 50 Euro.,The total amount is 50 euros.,,,,,,,,
noun,Gesang,der,m,"Prefix ge- masculine",Gesänge,singing,Der Gesang der Vögel ist schön.,The singing of the birds is beautiful.,,,,,,,,
noun,Geschäftsführer,der,m,"Compound masculine",Geschäftsführer,managing director,Der Geschäftsführer leitet die Firma.,The managing director runs the company.,,,,,,,,
noun,Geschäftsführerin,die,f,"Compound feminine",Geschäftsführerinnen,female managing director,Die Geschäftsführerin trifft Entscheidungen.,The managing director makes decisions.,,,,,,,,
noun,Geschäftsreise,die,f,"Compound feminine",Geschäftsreisen,business trip,Er ist auf Geschäftsreise.,He is on a business trip.,,,,,,,,
noun,Geschehen,das,n,"Prefix ge- neuter",,event/happening,Das Geschehen war unvergesslich.,The event was unforgettable.,,,,,,,,
noun,Geschenkpapier,das,n,"Compound neuter",Geschenkpapiere,gift wrap,Das Geschenkpapier ist bunt.,The gift wrap is colorful.,,,,,,,,
noun,Geschichte,die,f,"Prefix ge- feminine",Geschichten,history/story,Die Geschichte Deutschlands ist lang.,Germany's history is long.,Erzähl mir eine Geschichte.,Tell me a story.,,,,,,
noun,Geschirr,das,n,"Prefix ge- neuter",,dishes/crockery,Das Geschirr ist in der Spülmaschine.,The dishes are in the dishwasher.,,,,,,,,
noun,Geschirrspüler,der,m,"Compound masculine",Geschirrspüler,dishwasher,Der Geschirrspüler ist neu.,The dishwasher is new.,,,,,,,,
noun,Geschmack,der,m,"Prefix ge- masculine",Geschmäcker,taste,Der Geschmack des Kuchens ist gut.,The taste of the cake is good.,,,,,,,,
noun,Geschwindigkeit,die,f,"Suffix -keit feminine",Geschwindigkeiten,speed,Die Geschwindigkeit ist zu hoch.,The speed is too high.,,,,,,,,
noun,Geschwisterkind,das,n,"Compound neuter",Geschwisterkinder,sibling (child),Mein Geschwisterkind ist jünger.,My sibling is younger.,,,,,,,,
noun,Gesellschaft,die,f,"Suffix -schaft feminine",Gesellschaften,society/company,Die Gesellschaft verändert sich.,Society changes.,Er arbeitet in einer großen Gesellschaft.,He works in a large company.,,,,,,
noun,Gesetz,das,n,"Prefix ge- neuter",Gesetze,law,Das Gesetz ist neu.,The law is new.,,,,,,,,
noun,Gesicht,das,n,"Prefix ge- neuter",Gesichter,face,Das Gesicht des Kindes ist schmutzig.,The child's face is dirty.,,,,,,,,
noun,Gespräch,das,n,"Prefix ge- neuter",Gespräche,conversation,Das Gespräch war interessant.,The conversation was interesting.,,,,,,,,
noun,Gestell,das,n,"Prefix ge- neuter",Gestelle,frame/stand,Das Gestell ist aus Metall.,The frame is made of metal.,,,,,,,,
noun,Gestik,die,f,"Abstract feminine",,gestures,Seine Gestik ist ausdrucksstark.,His gestures are expressive.,,,,,,,,
noun,Gesundheit,die,f,"Suffix -heit feminine",,health,Die Gesundheit ist das Wichtigste.,Health is the most important thing.,,,,,,,,
noun,Gewalt,die,f,"Prefix ge- feminine",,violence,Gewalt ist keine Lösung.,Violence is not a solution.,,,,,,,,
noun,Gewehr,das,n,"Prefix ge- neuter",Gewehre,gun/rifle,Das Gewehr ist geladen.,The rifle is loaded.,,,,,,,,
noun,Gewicht,das,n,"Prefix ge- neuter",Gewichte,weight,Das Gewicht ist zu hoch.,The weight is too high.,,,,,,,,
noun,Gewinn,der,m,"Prefix ge- masculine",Gewinne,profit/win,Der Gewinn ist hoch.,The profit is high.,,,,,,,,
noun,Gewitter,das,n,"Prefix ge- neuter",Gewitter,thunderstorm,Das Gewitter ist laut.,The thunderstorm is loud.,,,,,,,,
noun,Gewohnheit,die,f,"Suffix -heit feminine",Gewohnheiten,habit,Das ist eine schlechte Gewohnheit.,That's a bad habit.,,,,,,,,
noun,Gießkanne,die,f,"Compound feminine",Gießkannen,watering can,Die Gießkanne ist voll Wasser.,The watering can is full of water.,,,,,,,,
noun,Gift,das,n,"Short noun neuter",Gifte,poison,Das Gift ist tödlich.,The poison is deadly.,,,,,,,,
noun,Gipfel,der,m,"Short noun masculine",Gipfel,summit/peak,Der Gipfel des Berges ist schneebedeckt.,The summit of the mountain is snow-covered.,,,,,,,,
noun,Gips,der,m,"Material masculine",,plaster/cast,Der Arm ist in Gips.,The arm is in a cast.,,,,,,,,
noun,Giraffe,die,f,"Animal feminine",Giraffen,giraffe,Die Giraffe hat einen langen Hals.,The giraffe has a long neck.,,,,,,,,
noun,Gitarre,die,f,"Instrument feminine",Gitarren,guitar,Er spielt Gitarre.,He plays guitar.,,,,,,,,
noun,Glasflasche,die,f,"Compound feminine",Glasflaschen,glass bottle,Die Glasflasche ist leer.,The glass bottle is empty.,,,,,,,,
noun,Glatteis,das,n,"Compound neuter",,black ice,Vorsicht, Glatteis auf der Straße!,Caution, black ice on the road!,,,,,,,,
noun,Glaubensfreiheit,die,f,"Compound feminine",,freedom of religion,Die Glaubensfreiheit ist ein Grundrecht.,Freedom of religion is a fundamental right.,,,,,,,,
noun,Gleichgewicht,das,n,"Compound neuter",,balance,Er verlor das Gleichgewicht.,He lost his balance.,,,,,,,,
noun,Gleichung,die,f,"Suffix -ung feminine",Gleichungen,equation,Die Gleichung ist schwer zu lösen.,The equation is hard to solve.,,,,,,,,
noun,Gleis,das,n,"Short noun neuter",Gleise,track (train),Der Zug fährt auf Gleis 3.,The train departs from track 3.,,,,,,,,
noun,Globus,der,m,"Loanword masculine",Globen/Globusse,globe,Der Globus zeigt die Kontinente.,The globe shows the continents.,,,,,,,,
noun,Glocke,die,f,"Nouns ending -e feminine",Glocken,bell,Die Glocke läutet.,The bell rings.,,,,,,,,
noun,Glückwunsch,der,m,"Compound masculine",Glückwünsche,congratulation,Herzlichen Glückwunsch zum Geburtstag!,Happy birthday!,,,,,,,,
noun,Glühbirne,die,f,"Compound feminine",Glühbirnen,light bulb,Die Glühbirne ist kaputt.,The light bulb is broken.,,,,,,,,
noun,Gold,das,n,"Precious metal neuter",,gold,Der Ring ist aus Gold.,The ring is made of gold.,,,,,,,,
noun,Golf,das,n,"Sport neuter",,golf,Er spielt Golf.,He plays golf.,,,,,,,,
