test_text,answer,test_verb,tip,meaning,grammar_tip
"Wir ___ fern.","sehen","fernsehen","to watch TV","We watch TV.","Separable verb: fernsehen"
"___ du gern fern?","Siehst","fernsehen","to watch TV","Do you like watching TV?","Separable verb question: Siehst du... fern?"
"Was ___ du heute Abend?","siehst","sehen","to see","What are you watching tonight?","Question with 'sehen'"
"Ich ___ dich nicht.","höre","hören","to hear","I don't hear you.","Verb 'hören' with negation"
"___ du die Musik?","Hörst","hören","to hear","Do you hear the music?","Question with 'hören'"
"Er ___ die Nachrichten.","hört","hören","to hear/listen","He listens to the news.","'hören' + accusative"
"Wir ___ Radio.","hören","hören","to listen","We listen to the radio.","'Radio hören' is fixed phrase"
"Ich ___ dir zu.","höre","zuhören","to listen to","I am listening to you.","Separable verb: zuhören + dative"
"___ du mir zu?","Hörst","zuhören","to listen to","Are you listening to me?","Separable verb question: Hörst du... zu?"
"Bitte hör ___ zu!","mir","zuhören","to listen to","Please listen to me!","Imperative with dative object"
"Ich ___ auf dich.","warte","warten","to wait","I am waiting for you.","'warten auf' + accusative"
"___ du auf den Bus?","Wartest","warten","to wait","Are you waiting for the bus?","Question with 'warten auf'"
"Wir ___ auf dich.","warten","warten","to wait","We are waiting for you.","'warten' + auf + accusative"
"Ich ___ dich.","suche","suchen","to look for","I am looking for you.","Verb 'suchen' + accusative"
"Was ___ du?","suchst","suchen","to look for","What are you looking for?","Question with 'suchen'"
"Er ___ seine Schlüssel.","sucht","suchen","to look for","He is looking for his keys.","'suchen' + accusative object"
"Ich ___ dich.","finde","finden","to find","I find you.","Verb 'finden' + accusative"
"___ du das gut?","Findest","finden","to find","Do you think that's good?","'finden' for opinion"
"Er ___ den Film langweilig.","findet","finden","to find","He finds the movie boring.","'finden' + adjective"
"Ich ___ dich.","brauche","brauchen","to need","I need you.","Verb 'brauchen' + accusative"
"___ du Hilfe?","Brauchst","brauchen","to need","Do you need help?","Question with 'brauchen'"
"Wir ___ Geld.","brauchen","brauchen","to need","We need money.","'brauchen' + accusative"
"Ich ___ dich.","liebe","lieben","to love","I love you.","Verb 'lieben' + accusative"
"___ du mich?","Liebst","lieben","to love","Do you love me?","Question with 'lieben'"
"Er ___ sie.","liebt","lieben","to love","He loves her.","'lieben' + accusative 'sie'"
"Ich ___ dich.","hasse","hassen","to hate","I hate you.","Verb 'hassen' + accusative"
"___ du ihn?","Hasst","hassen","to hate","Do you hate him?","Question with 'hassen'"
"Sie ___ ihn nicht.","hasst","hassen","to hate","She doesn't hate him.","Negation with 'nicht'"
"Ich ___ dich.","kenne","kennen","to know","I know you.","Verb 'kennen' + accusative (familiar)"
"___ du ihn?","Kennst","kennen","to know","Do you know him?","Question with 'kennen'"
"Wir ___ uns seit 10 Jahren.","kennen","kennen","to know","We have known each other for 10 years.","Reflexive meaning: uns kennen"
"Ich ___ das nicht.","weiß","wissen","to know","I don't know that.","'wissen' for facts"
"___ du, wo er wohnt?","Weißt","wissen","to know","Do you know where he lives?","'wissen' + indirect question"
"Er ___ die Antwort.","weiß","wissen","to know","He knows the answer.","'wissen' + accusative object"
"Ich ___ dich verstehen.","kann","können","can","I can understand you.","Modal verb: können + infinitive"
"___ du mir helfen?","Kannst","können","can","Can you help me?","Modal verb question"
"Er ___ gut singen.","kann","können","can","He can sing well.","Modal verb for ability"
"Wir ___ morgen kommen.","können","können","can","We can come tomorrow.","Modal verb for possibility"
"Ihr ___ hier warten.","könnt","können","can","You (plural) can wait here.","Modal verb: ihr könnt"
"Sie ___ Deutsch sprechen.","können","können","can","They can speak German.","Modal verb: sie können"
"Ich ___ nach Hause gehen.","muss","müssen","must/have to","I have to go home.","Modal verb: müssen"
"___ du arbeiten?","Musst","müssen","must/have to","Do you have to work?","Modal verb question"
"Er ___ früh aufstehen.","muss","müssen","must/have to","He has to get up early.","Modal verb: er muss"
"Wir ___ lernen.","müssen","müssen","must/have to","We have to study.","Modal verb: wir müssen"
"Ihr ___ pünktlich sein.","müsst","müssen","must/have to","You (plural) have to be on time.","Modal verb: ihr müsst"
"Sie ___ noch einkaufen.","müssen","müssen","must/have to","They still have to shop.","Modal verb: sie müssen"
"Ich ___ das nicht machen.","muss","müssen","must/have to","I don't have to do that.","Negation of 'müssen' = not have to"
"Ich ___ ein Eis essen.","will","wollen","want to","I want to eat an ice cream.","Modal verb: wollen"
"___ du mitkommen?","Willst","wollen","want to","Do you want to come along?","Modal verb question"
"Er ___ neues Auto kaufen.","will","wollen","want to","He wants to buy a new car.","Modal verb: er will"
"Wir ___ ins Kino gehen.","wollen","wollen","want to","We want to go to the cinema.","Modal verb: wir wollen"
"Ihr ___ Fußball spielen.","wollt","wollen","want to","You (plural) want to play soccer.","Modal verb: ihr wollt"
"Sie ___ uns besuchen.","wollen","wollen","want to","They want to visit us.","Modal verb: sie wollen"
"Ich ___ nicht stören.","will","wollen","want to","I don't want to disturb.","Negation with 'nicht'"
"Ich ___ einen Kaffee trinken.","möchte","möchten","would like to","I would like to drink a coffee.","Polite form: möchte"
"___ du etwas essen?","Möchtest","möchten","would like to","Would you like to eat something?","Polite question: möchtest"
"Er ___ nach Berlin fliegen.","möchte","möchten","would like to","He would like to fly to Berlin.","Polite form: er möchte"
"Wir ___ bezahlen.","möchten","möchten","would like to","We would like to pay.","Polite form: wir möchten"
"Ihr ___ Tee oder Kaffee?","Möchtet","möchten","would like to","Would you (plural) like tea or coffee?","Polite form: ihr möchtet"
"Sie ___ bitte warten.","möchten","möchten","would like to","They would like to wait, please.","Polite form: sie möchten"
"Ich ___ das nicht.","möchte","möchten","would like to","I wouldn't like that.","Negation with 'nicht'"
"Ich ___ rauchen.","darf","dürfen","may/be allowed","I may smoke.","Modal verb: dürfen"
"___ du hier parken?","Darfst","dürfen","may/be allowed","Are you allowed to park here?","Modal verb question"
"Er ___ nicht kommen.","darf","dürfen","may/be allowed","He is not allowed to come.","Negation with 'nicht'"
"Wir ___ draußen spielen.","dürfen","dürfen","may/be allowed","We are allowed to play outside.","Modal verb: wir dürfen"
"Ihr ___ heute länger aufbleiben.","dürft","dürfen","may/be allowed","You (plural) may stay up longer today.","Modal verb: ihr dürft"
"Hier ___ man nicht rauchen.","darf","dürfen","may/be allowed","One is not allowed to smoke here.","Impersonal 'man'"
"Ich ___ nach Hause.","soll","sollen","should","I should go home.","Modal verb: sollen"
"___ ich das Fenster öffnen?","Soll","sollen","should","Should I open the window?","Modal verb question"
"Er ___ zum Arzt gehen.","soll","sollen","should","He should go to the doctor.","Modal verb: er soll"
"Wir ___ mehr lernen.","sollen","sollen","should","We should study more.","Modal verb: wir sollen"
"Ihr ___ pünktlich sein.","sollt","sollen","should","You (plural) should be on time.","Modal verb: ihr sollt"
"Sie ___ früher kommen.","sollen","sollen","should","They should come earlier.","Modal verb: sie sollen"
"Was ___ das bedeuten?","soll","sollen","should","What is that supposed to mean?","Modal verb for meaning"
"Ich ___ gestern kommen, aber...","sollte","sollen","should (past)","I should have come yesterday, but...","Past tense: sollte"
"___ ich dir helfen?","Soll","sollen","should","Should I help you?","Polite offer"
"Das ___ man nicht tun.","sollte","sollen","should","One shouldn't do that.","Past subjunctive for advice"
"Ich ___ gern nach Berlin.","würde","werden","would","I would like to go to Berlin.","'würde gern' for wishes"
"___ du mich heiraten?","Würdest","werden","would","Would you marry me?","Polite question with 'würdest'"
"Er ___ gern ein Bier trinken.","würde","werden","would","He would like to drink a beer.","'würde gern' + infinitive"
"Wir ___ dich besuchen, aber...","würden","werden","would","We would visit you, but...","Conditional: wir würden"
"Ihr ___ das nicht verstehen.","würdet","werden","would","You (plural) wouldn't understand that.","Conditional with negation"
"Sie ___ gern mitkommen.","würden","werden","would","They would like to come along.","Conditional: sie würden"
"Das ___ ich nicht machen.","würde","werden","would","I wouldn't do that.","Conditional for advice"
"___ das möglich sein?","Wäre","sein","would be","Would that be possible?","Subjunctive of 'sein'"
"Ich ___ gern dabei.","wäre","sein","would be","I would like to be there.","Subjunctive: ich wäre"
"___ du so nett?","Wärst","sein","would be","Would you be so kind?","Subjunctive: du wärst"
"Das ___ schön!","wäre","sein","would be","That would be nice!","Subjunctive for wishes"
"Wir ___ froh.","wären","sein","would be","We would be happy.","Subjunctive: wir wären"
"Ich ___ gern Millionär.","wäre","sein","would be","I would like to be a millionaire.","Subjunctive for unreal wishes"
"___ das nicht besser?","Wäre","sein","would be","Wouldn't that be better?","Subjunctive question"
"Das ___ ich nicht.","wäre","sein","would be","I wouldn't be that.","Subjunctive with negation"
"Ich ___ gern mehr Zeit.","hätte","haben","would have","I would like to have more time.","Subjunctive of 'haben'"
"___ du Geld?","Hättest","haben","would have","Would you have money?","Subjunctive: du hättest"
"Er ___ keine Probleme.","hätte","haben","would have","He would have no problems.","Subjunctive: er hätte"
"Wir ___ gern ein Auto.","hätten","haben","would have","We would like to have a car.","Subjunctive: wir hätten"
"Ihr ___ mehr Glück.","hättet","haben","would have","You (plural) would have more luck.","Subjunctive: ihr hättet"
"Sie ___ Zeit.","hätten","haben","would have","They would have time.","Subjunctive: sie hätten"
"Das ___ ich nicht gedacht.","hätte","haben","would have","I wouldn't have thought that.","Subjunctive past"
"Ich ___ dir geholfen.","hätte","haben","would have","I would have helped you.","Subjunctive past with participle"
"___ du das gewusst?","Hättest","haben","would have","Would you have known that?","Subjunctive past question"
"Er ___ kommen können.","hätte","haben","would have","He could have come.","Subjunctive past with modal"
"Wir ___ früher gehen sollen.","hätten","haben","would have","We should have gone earlier.","Subjunctive past with 'sollen'"
"Ich ___ gern ein Stück Kuchen.","hätte","haben","would like","I would like a piece of cake.","Polite request with 'hätte gern'"
"___ du gern etwas zu trinken?","Hättest","haben","would like","Would you like something to drink?","Polite question"
"Wir ___ gern die Rechnung.","hätten","haben","would like","We would like the bill.","Polite request in restaurant"
"Ich ___ jetzt.","gehe","gehen","to go","I am going now.","Present tense: ich gehe"
"Wann ___ du?","gehst","gehen","to go","When are you going?","Question: wann gehst du?"
"Er ___ nach Hause.","geht","gehen","to go","He is going home.","Present tense: er geht"
"Wir ___ ins Kino.","gehen","gehen","to go","We are going to the cinema.","Present tense: wir gehen"
"Ihr ___ spazieren.","geht","gehen","to go","You (plural) are going for a walk.","Present tense: ihr geht"
"Sie ___ einkaufen.","gehen","gehen","to go","They are going shopping.","Present tense: sie gehen"
"Woher ___ du?","kommst","kommen","to come","Where are you from?","Question: woher kommst du?"
"Ich ___ aus Berlin.","komme","kommen","to come","I am from Berlin.","Present tense: ich komme"
"Wann ___ er an?","kommt","ankommen","to arrive","When does he arrive?","Separable verb: ankommen"
"Der Zug ___ um 10 Uhr an.","kommt","ankommen","to arrive","The train arrives at 10 o'clock.","Separable verb in main clause"
"Wir ___ morgen zurück.","kommen","zurückkommen","to come back","We are coming back tomorrow.","Separable verb: zurückkommen"
"___ du mit?","Kommst","mitkommen","to come along","Are you coming along?","Separable verb question"
"Ich ___ nicht mit.","komme","mitkommen","to come along","I am not coming along.","Negation with 'nicht'"
"Er ___ spät nach Hause.","kommt","kommen","to come","He comes home late.","Present tense: er kommt"
"Wie ___ es dir?","geht","gehen","to go","How are you?","Fixed phrase: Wie geht es dir?"
"Mir ___ es gut.","geht","gehen","to go","I am fine.","Fixed phrase: Mir geht es gut"
"Und dir? Wie ___ es?","geht","gehen","to go","And you? How is it going?","Informal follow-up"
"___ euch gut?","Geht","gehen","to go","Are you (plural) doing well?","Question with 'euch'"
"Ich ___ müde.","bin","sein","to be","I am tired.","Adjective after 'sein'"
"___ du hungrig?","Bist","sein","to be","Are you hungry?","Question with adjective"
"Er ___ krank.","ist","sein","to be","He is sick.","Adjective: krank"
"Wir ___ zufrieden.","sind","sein","to be","We are satisfied.","Adjective: zufrieden"
"Ihr ___ willkommen.","seid","sein","to be","You (plural) are welcome.","Adjective: willkommen"
"Sie ___ herzlich eingeladen.","sind","sein","to be","They are cordially invited.","Past participle as adjective"
"Das ___ super!","ist","sein","to be","That is great!","Exclamation with 'ist'"
"Das ___ keine gute Idee.","ist","sein","to be","That is not a good idea.","Negation with 'keine'"
"Ich ___ 25 Jahre alt.","bin","sein","to be","I am 25 years old.","Age with 'sein'"
"Wie alt ___ du?","bist","sein","to be","How old are you?","Question about age"
"Meine Eltern ___ 50 und 52.","sind","sein","to be","My parents are 50 and 52.","Age for plural"
"Das ___ meine Schwester.","ist","sein","to be","That is my sister.","Introducing people"
"Das ___ meine Eltern.","sind","sein","to be","Those are my parents.","Introducing plural"
"___ das dein Bruder?","Ist","sein","to be","Is that your brother?","Question with 'das'"
"Das ___ mein Hund.","ist","sein","to be","That is my dog.","Introducing pets"
"Das ___ meine Katze.","ist","sein","to be","That is my cat.","Feminine noun: meine"
"Das ___ mein Auto.","ist","sein","to be","That is my car.","Neuter noun: mein"
"Das ___ meine Bücher.","sind","sein","to be","Those are my books.","Plural noun: meine"
"Ich habe ___ Bruder.","einen",",","to have","I have a brother.","Indefinite article in accusative"
"Sie hat ___ Schwester.","eine",",","to have","She has a sister.","Indefinite article feminine accusative"
"Wir haben ___ Kind.","ein",",","to have","We have a child.","Indefinite article neuter accusative"
"Er sucht ___ Job.","einen",",","to look for","He is looking for a job.","Masculine accusative: einen"
"Ich kaufe ___ Auto.","ein",",","to buy","I am buying a car.","Neuter accusative: ein"
"Sie trägt ___ Rock.","einen",",","to wear","She is wearing a skirt.","Masculine accusative: einen"
"Er isst ___ Apfel.","einen",",","to eat","He is eating an apple.","Masculine accusative: einen"
"Sie trinkt ___ Saft.","einen",",","to drink","She is drinking a juice.","Masculine accusative: einen"
"Ich möchte ___ Tasse Tee.","eine",",","to want","I would like a cup of tea.","Feminine accusative: eine"
"Wir brauchen ___ neue Wohnung.","eine",",","to need","We need a new apartment.","Feminine accusative: eine"
"Hast du ___ Minute?","eine",",","to have","Do you have a minute?","Feminine accusative: eine"
"Ich habe ___ Idee.","eine",",","to have","I have an idea.","Feminine accusative: eine"
"Das ist ___ gute Frage.","eine",",","to be","That is a good question.","Feminine nominative: eine"
"Das ist ___ interessantes Buch.","ein",",","to be","That is an interesting book.","Neuter nominative: ein"
"Das ist ___ netter Mann.","ein",",","to be","That is a nice man.","Masculine nominative: ein"
"Das ist ___ freundliche Frau.","eine",",","to be","That is a friendly woman.","Feminine nominative: eine"
"Das sind ___ gute Freunde.","-",",","to be","Those are good friends.","Plural: no article"
"Ich habe ___ Hunger.","-",",","to have","I am hungry.","No article with 'Hunger'"
"Ich habe ___ Durst.","-",",","to have","I am thirsty.","No article with 'Durst'"
"Ich habe ___ Zeit.","-",",","to have","I have time.","No article with 'Zeit'"
"Wir haben ___ Glück.","-",",","to have","We are lucky.","No article with 'Glück'"
"Er hat ___ Angst.","-",",","to have","He is afraid.","No article with 'Angst'"
"Ich habe ___ Lust.","-",",","to have","I feel like it.","No article with 'Lust'"
"Ich habe ___ Geld.","-",",","to have","I have money.","No article with 'Geld'"
"Er hat ___ Geduld.","-",",","to have","He has patience.","No article with 'Geduld'"
"Sie hat ___ Mut.","-",",","to have","She has courage.","No article with 'Mut'"
"Wir haben ___ Recht.","-",",","to have","We are right.","No article with 'Recht'"
"Ich habe ___ keine Lust.","-",",","to have","I don't feel like it.","Negation with 'keine'"
"Er hat ___ keinen Hunger.","-",",","to have","He is not hungry.","Negation with 'keinen'"
"Sie hat ___ keine Zeit.","-",",","to have","She has no time.","Negation with 'keine'"
"Wir haben ___ kein Geld.","-",",","to have","We have no money.","Negation with 'kein'"
"Das macht ___ nichts.","-",",","to do","That doesn't matter.","Fixed phrase: 'macht nichts'"
"Das macht ___ keinen Spaß.","-",",","to do","That's no fun.","Negation with 'keinen'"
"Das hat ___ keinen Sinn.","-",",","to have","That makes no sense.","Fixed phrase: 'keinen Sinn'"
"Das ist ___ kein Problem.","-",",","to be","That's no problem.","Negation with 'kein'"
"Das ist ___ keine gute Idee.","-",",","to be","That's not a good idea.","Negation with 'keine'"
"Das ist ___ nicht wahr.","-",",","to be","That's not true.","Negation with 'nicht' + adjective"
"Ich bin ___ nicht müde.","-",",","to be","I am not tired.","Negation with 'nicht' + adjective"
"Er ist ___ nicht krank.","-",",","to be","He is not sick.","Negation with 'nicht' + adjective"
"Wir sind ___ nicht fertig.","-",",","to be","We are not finished.","Negation with 'nicht' + adjective"
"Sie ist ___ nicht da.","-",",","to be","She is not there.","Negation with 'nicht' + adverb"
"Ich wohne ___ nicht in Berlin.","-",",","to live","I don't live in Berlin.","Negation with 'nicht' + place"
"Er arbeitet ___ nicht heute.","-",",","to work","He is not working today.","Negation with 'nicht' + time"
"Sie kommt ___ nicht mit.","-",",","to come along","She is not coming along.","Negation with 'nicht' + separable verb"
"Wir gehen ___ nicht ins Kino.","-",",","to go","We are not going to the cinema.","Negation with 'nicht' + direction"
"Das gefällt mir ___ nicht.","-",",","to like","I don't like that.","Negation with 'nicht' after verb"
"Ich verstehe das ___ nicht.","-",",","to understand","I don't understand that.","Negation with 'nicht' at end"
"Er hat das ___ nicht gemacht.","-",",","to do","He didn't do that.","Negation in Perfekt"
"Sie ist ___ nicht gekommen.","-",",","to come","She didn't come.","Negation in Perfekt with 'sein'"
"Wir haben ___ nicht gewusst.","-",",","to know","We didn't know.","Negation in Perfekt"
"Ich kann ___ nicht kommen.","-",",","can","I can't come.","Negation with modal verb"
"Er will ___ nicht helfen.","-",",","want","He doesn't want to help.","Negation with 'wollen'"
"Sie darf ___ nicht rauchen.","-",",","may","She is not allowed to smoke.","Negation with 'dürfen'"
"Wir sollen ___ nicht laut sein.","-",",","should","We shouldn't be loud.","Negation with 'sollen'"
"Ich mag ___ keinen Kaffee.","-",",","like","I don't like coffee.","Negation with 'keinen' after 'mögen'"
"Er mag ___ keine Hunde.","-",",","like","He doesn't like dogs.","Negation with 'keine' plural"
"Sie mag ___ kein Fleisch.","-",",","like","She doesn't like meat.","Negation with 'kein' neuter"
"Das ist ___ mein Buch.","mein",",","my","That is my book.","Possessive: mein + neuter nominative"
"Das ist ___ meine Tasche.","meine",",","my","That is my bag.","Possessive: meine + feminine nominative"
"Das ist ___ mein Vater.","mein",",","my","That is my father.","Possessive: mein + masculine nominative"
"Das sind ___ meine Eltern.","meine",",","my","Those are my parents.","Possessive: meine + plural"
"Ist das ___ dein Auto?","dein",",","your","Is that your car?","Possessive: dein + neuter nominative"
"Ist das ___ deine Schwester?","deine",",","your","Is that your sister?","Possessive: deine + feminine nominative"
"Ist das ___ dein Bruder?","dein",",","your","Is that your brother?","Possessive: dein + masculine nominative"
"Sind das ___ deine Kinder?","deine",",","your","Are those your children?","Possessive: deine + plural"
"Das ist ___ sein Haus.","sein",",","his","That is his house.","Possessive: sein + neuter nominative"
"Das ist ___ seine Frau.","seine",",","his","That is his wife.","Possessive: seine + feminine nominative"
"Das ist ___ sein Hund.","sein",",","his","That is his dog.","Possessive: sein + masculine nominative"
"Das sind ___ seine Freunde.","seine",",","his","Those are his friends.","Possessive: seine + plural"
"Das ist ___ ihr Kind.","ihr",",","her","That is her child.","Possessive: ihr + neuter nominative"
"Das ist ___ ihre Mutter.","ihre",",","her","That is her mother.","Possessive: ihre + feminine nominative"
"Das ist ___ ihr Vater.","ihr",",","her","That is her father.","Possessive: ihr + masculine nominative"
"Das sind ___ ihre Geschwister.","ihre",",","her","Those are her siblings.","Possessive: ihre + plural"
"Das ist ___ unser Haus.","unser",",","our","That is our house.","Possessive: unser + neuter nominative"
"Das ist ___ unsere Stadt.","unsere",",","our","That is our city.","Possessive: unsere + feminine nominative"
"Das ist ___ unser Lehrer.","unser",",","our","That is our teacher.","Possessive: unser + masculine nominative"
"Das sind ___ unsere Kinder.","unsere",",","our","Those are our children.","Possessive: unsere + plural"
"Das ist ___ euer Haus.","euer",",","your (plural)","That is your (plural) house.","Possessive: euer + neuter nominative"
"Das ist ___ eure Mutter.","eure",",","your (plural)","That is your (plural) mother.","Possessive: eure + feminine nominative"
"Das ist ___ euer Vater.","euer",",","your (plural)","That is your (plural) father.","Possessive: euer + masculine nominative"
"Das sind ___ eure Freunde.","eure",",","your (plural)","Those are your (plural) friends.","Possessive: eure + plural"
"Das ist ___ Ihr Haus.","Ihr",",","your (formal)","That is your (formal) house.","Possessive: Ihr + neuter nominative (capitalized)"
"Das ist ___ Ihre Tochter.","Ihre",",","your (formal)","That is your (formal) daughter.","Possessive: Ihre + feminine nominative"
"Das ist ___ Ihr Sohn.","Ihr",",","your (formal)","That is your (formal) son.","Possessive: Ihr + masculine nominative"
"Das sind ___ Ihre Kinder.","Ihre",",","your (formal)","Those are your (formal) children.","Possessive: Ihre + plural"
"Ich habe ___ Buch gelesen.","ein",",","to read","I read a book.","Indefinite article in accusative"
"Ich habe ___ Buch gelesen.","das",",","to read","I read the book.","Definite article in accusative"
"Ich habe ___ Mann gesehen.","den",",","to see","I saw the man.","Definite article masculine accusative"
"Ich habe ___ Frau gesehen.","die",",","to see","I saw the woman.","Definite article feminine accusative"
"Ich habe ___ Kind gesehen.","das",",","to see","I saw the child.","Definite article neuter accusative"
"Ich habe ___ Kinder gesehen.","die",",","to see","I saw the children.","Definite article plural accusative"
"Ich habe ___ Apfel gegessen.","einen",",","to eat","I ate an apple.","Indefinite article masculine accusative"
"Ich habe ___ Banane gegessen.","eine",",","to eat","I ate a banana.","Indefinite article feminine accusative"
"Ich habe ___ Ei gegessen.","ein",",","to eat","I ate an egg.","Indefinite article neuter accusative"
"Ich habe ___ Äpfel gegessen.","-",",","to eat","I ate apples.","No article in plural"
"Gib mir ___ Apfel!","den",",","to give","Give me the apple!","Definite article in accusative after 'geben'"
"Gib mir ___ Banane!","die",",","to give","Give me the banana!","Definite article feminine accusative"
"Gib mir ___ Geld!","das",",","to give","Give me the money!","Definite article neuter accusative"
"Gib mir ___ Äpfel!","die",",","to give","Give me the apples!","Definite article plural accusative"
"Ich danke ___ Mann.","dem",",","to thank","I thank the man.","Dative after 'danken'"
"Ich danke ___ Frau.","der",",","to thank","I thank the woman.","Dative feminine: der"
"Ich danke ___ Kind.","dem",",","to thank","I thank the child.","Dative neuter: dem"
"Ich danke ___ Eltern.","den",",","to thank","I thank the parents.","Dative plural: den + n"
"Ich helfe ___ Mann.","dem",",","to help","I help the man.","Dative after 'helfen'"
"Ich helfe ___ Frau.","der",",","to help","I help the woman.","Dative feminine: der"
"Ich helfe ___ Kind.","dem",",","to help","I help the child.","Dative neuter: dem"
"Ich helfe ___ Kindern.","den",",","to help","I help the children.","Dative plural: den + n"
"Ich antworte ___ Lehrer.","dem",",","to answer","I answer the teacher.","Dative after 'antworten'"
"Ich antworte ___ Lehrerin.","der",",","to answer","I answer the teacher (female).","Dative feminine: der"
"Ich antworte ___ Schüler.","dem",",","to answer","I answer the student.","Dative neuter? 'Schüler' is masculine"
"Ich antworte ___ Leuten.","den",",","to answer","I answer the people.","Dative plural: den + n"
"Das Buch gehört ___ Mann.","dem",",","to belong","The book belongs to the man.","Dative after 'gehören'"
"Das Buch gehört ___ Frau.","der",",","to belong","The book belongs to the woman.","Dative feminine: der"
"Das Buch gehört ___ Kind.","dem",",","to belong","The book belongs to the child.","Dative neuter: dem"
"Das Buch gehört ___ Eltern.","den",",","to belong","The book belongs to the parents.","Dative plural: den + n"
"Das gefällt ___ Mann.","dem",",","to like","That pleases the man.","Dative after 'gefallen'"
"Das gefällt ___ Frau.","der",",","to like","That pleases the woman.","Dative feminine: der"
"Das gefällt ___ Kind.","dem",",","to like","That pleases the child.","Dative neuter: dem"
"Das gefällt ___ Leuten.","den",",","to like","That pleases people.","Dative plural: den + n"
"Ich gebe ___ Mann das Buch.","dem",",","to give","I give the man the book.","Dative + accusative"
"Ich gebe ___ Frau den Schlüssel.","der",",","to give","I give the woman the key.","Dative feminine: der"
"Ich gebe ___ Kind den Ball.","dem",",","to give","I give the child the ball.","Dative neuter: dem"
"Ich gebe ___ Eltern das Geld.","den",",","to give","I give the parents the money.","Dative plural: den + n"
"Ich schicke ___ Freund eine E-Mail.","dem",",","to send","I send the friend an email.","Dative masculine: dem"
"Ich schicke ___ Freundin eine Karte.","der",",","to send","I send the (female) friend a card.","Dative feminine: der"
"Ich schicke ___ Kind ein Geschenk.","dem",",","to send","I send the child a gift.","Dative neuter: dem"
"Ich schicke ___ Eltern ein Paket.","den",",","to send","I send the parents a package.","Dative plural: den + n"
"Ich kaufe ___ Mann ein Bier.","dem",",","to buy","I buy the man a beer.","Dative masculine: dem"
"Ich kaufe ___ Frau eine Blume.","der",",","to buy","I buy the woman a flower.","Dative feminine: der"
"Ich kaufe ___ Kind ein Eis.","dem",",","to buy","I buy the child an ice cream.","Dative neuter: dem"
"Ich kaufe ___ Eltern ein Geschenk.","den",",","to buy","I buy the parents a gift.","Dative plural: den + n"
"Ich empfehle ___ Mann das Restaurant.","dem",",","to recommend","I recommend the restaurant to the man.","Dative masculine: dem"
"Ich empfehle ___ Frau den Film.","der",",","to recommend","I recommend the movie to the woman.","Dative feminine: der"
"Ich empfehle ___ Kind das Buch.","dem",",","to recommend","I recommend the book to the child.","Dative neuter: dem"
"Ich empfehle ___ Eltern den Arzt.","den",",","to recommend","I recommend the doctor to the parents.","Dative plural: den + n"
"Ich erzähle ___ Mann eine Geschichte.","dem",",","to tell","I tell the man a story.","Dative masculine: dem"
"Ich erzähle ___ Frau ein Geheimnis.","der",",","to tell","I tell the woman a secret.","Dative feminine: der"
"Ich erzähle ___ Kind ein Märchen.","dem",",","to tell","I tell the child a fairy tale.","Dative neuter: dem"
"Ich erzähle ___ Eltern die Wahrheit.","den",",","to tell","I tell the parents the truth.","Dative plural: den + n"
"Ich bringe ___ Mann das Frühstück.","dem",",","to bring","I bring the man breakfast.","Dative masculine: dem"
"Ich bringe ___ Frau die Blumen.","der",",","to bring","I bring the woman the flowers.","Dative feminine: der"
"Ich bringe ___ Kind das Spielzeug.","dem",",","to bring","I bring the child the toy.","Dative neuter: dem"
"Ich bringe ___ Eltern die Post.","den",",","to bring","I bring the parents the mail.","Dative plural: den + n"
"Ich nehme ___ Mann die Tasche ab.","dem",",","to take","I take the bag from the man.","Dative after 'abnehmen'"
"Ich nehme ___ Frau die Arbeit ab.","der",",","to take","I take the work from the woman.","Dative feminine: der"
"Ich nehme ___ Kind den Rucksack ab.","dem",",","to take","I take the backpack from the child.","Dative neuter: dem"
"Ich nehme ___ Eltern die Sorge ab.","den",",","to take","I take the worry from the parents.","Dative plural: den + n"
"Ich wasche ___ Mann die Wäsche.","dem",",","to wash","I wash the man's laundry.","Dative of possession"
"Ich wasche ___ Frau die Haare.","der",",","to wash","I wash the woman's hair.","Dative of possession"
"Ich wasche ___ Kind die Hände.","dem",",","to wash","I wash the child's hands.","Dative of possession"
"Ich wasche ___ Eltern das Auto.","den",",","to wash","I wash the parents' car.","Dative plural: den"
"Ich putze ___ Mann die Schuhe.","dem",",","to clean","I clean the man's shoes.","Dative of possession"
"Ich putze ___ Frau die Brille.","der",",","to clean","I clean the woman's glasses.","Dative feminine: der"
"Ich putze ___ Kind die Zähne.","dem",",","to clean","I clean the child's teeth.","Dative neuter: dem"
"Ich putze ___ Eltern die Wohnung.","den",",","to clean","I clean the parents' apartment.","Dative plural: den"
"Ich schneide ___ Mann die Haare.","dem",",","to cut","I cut the man's hair.","Dative of possession"
"Ich schneide ___ Frau die Nägel.","der",",","to cut","I cut the woman's nails.","Dative feminine: der"
"Ich schneide ___ Kind das Brot.","dem",",","to cut","I cut the child's bread.","Dative neuter: dem"
"Ich schneide ___ Eltern den Kuchen.","den",",","to cut","I cut the parents' cake.","Dative plural: den"
"Ich repariere ___ Mann das Fahrrad.","dem",",","to repair","I repair the man's bicycle.","Dative of possession"
"Ich repariere ___ Frau den Computer.","der",",","to repair","I repair the woman's computer.","Dative feminine: der"
"Ich repariere ___ Kind das Spielzeug.","dem",",","to repair","I repair the child's toy.","Dative neuter: dem"
